,Acceptance,Annual meeting,Asking price,Asking price per m²,Balcony/roof garden,Bathroom facilities,Building insurance,Building type,CH boiler,Energy label,Exterior space attached to the building,Facilities,Heating,Hot water,Insulation,Listed since,Living area,Located at,Location,Maintenance plan,Number of bath rooms,Number of rooms,Number of stories,Periodic contribution,Registration with KvK,Reserve fund present,Specific,Status,Type apartment,Type of parking facilities,Volume in cubic meters,Year of construction,url,Back garden,Garden,Garden location,Kind of house,Other space inside the building,Type of garage,External storage space,Provisional energy label,Shed / storage,VVE (Owners Association) contribution,Type of roof,Quality marks,Capacity,Accessibility,Plot size,Construction period,,1 bathroom and 2 separate toilets,1 car,172 m²,2 weeks,2002,24 m²,3 stories,6 rooms (5 bedrooms),649 m²,903 m³,Available,Available in consultation,B What does this mean?,Bath and shower,Completely insulated,Detached brick garage,Detached wooden storage,District heating,Electricity,In residential district,Parking on private property and public parking,Resale property,Skylight and mechanical ventilation,Surrounded by garden,"Villa, detached residential property",Original asking price,174 m²,1924,2 bathrooms and 1 separate toilet,2 stories,21 m²,4 m²,650 m³,7 rooms (3 bedrooms),797 m²,"Alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view",Balcony present,"Bath, shower and toilet",Bouwkundige keuring,CH boiler and fireplace,G What does this mean?,Gable roof covered with cane,"March 9, 2022","Nefit (gas-fired combination boiler from 2009, in ownership)",Partly double glazed,Protected townscape or village view (permit needed for alterations),Public parking,Sun terrace,"116 m² (7,06 meter deep and 16,37 meter broad)",153 m²,16 m²,2009,350 m²,609 m³,A What does this mean?,Alongside a quiet road and in residential district,Attached brick garage and carport,"Back garden, front garden and side garden","Bath, 2 showers and 2 toilets","Combin air (gas-fired combination boiler from 2009, in ownership)","Desirable residence/villa, double house",Energie Prestatie Advies,Gable roof covered with roof tiles,Located at the northeast accessible via the rear,"March 2, 2022","Skylight, mechanical ventilation, passive ventilation system and TV via cable","1,441 m³",2 cars,2 stories and a basement,"2,055 m²",2008,339 m²,Attached brick garage and parking place,"Bath, shower and 2 toilets","CH boiler, fireplace and complete floor heating","Combi (gas-fired combination boiler from 2008, in ownership)",Combination roof,Disabled access friendly and accessible for seniors,"Electrical door, loft, electricity, heating and running water",Freestanding location and unobstructed surrounding view,"March 10, 2022",Parking on private property,Partly furnished with carpets and curtains,"Roof insulation, double glazing, insulated walls and floor insulation","Skylight, mechanical ventilation, flue and TV via cable",Service charges,1 bathroom and 1 separate toilet,"102 m² (10,7 meter deep and 9,5 meter broad)",132 m²,1995,266 m²,424 m³,5 rooms (4 bedrooms),8 m²,"Atag (gas-fired combination boiler from 2013, in ownership)",Double glazing and energy efficient window,Flat roof,Located at the southeast accessible via the rear,Mechanical ventilation,No insulation,"Single-family home, corner house",Auction period,Price,"1,390 m²",1986,2 bathrooms and 2 separate toilets,2 months,205 m²,3 cars,3 m²,793 m³,83 m²,9 m²,Accessible for seniors,"Alarm installation, skylight and swimming pool","Alongside a quiet road, in residential district and freestanding location",Built-in,C What does this mean?,CH boiler and electrical boiler,"CH boiler, gas heater and partial floor heating",Combination roof covered with roof tiles,Double glazing,Double occupancy possible,"Electrical door, loft, electricity and running water","Nefit ecomline excellent (gas-fired combination boiler from 2003, in ownership)","Parking on gated property, parking on private property and public parking",Roof insulation,"Steam cabin, shower and toilet",Under offer,"1,612 m³",11 m²,12 m²,18 m²,1898,2 bathrooms,3 stories and a basement,379 m²,7 rooms (4 bedrooms),970 m²,"Alongside busy road, in center, in residential district and unobstructed surrounding view","Carport, parking place and detached brick garage","Gas-fired combination boiler, in ownership",Listed building (national monument),"€ 1,300,000 kosten koper",13 m²,1966,2 bathrooms and 4 separate toilets,23 m²,249 m²,4 stories,"63 m² (9,55 meter deep and 6,6 meter broad)",840 m³,9 rooms (7 bedrooms),983 m²,"Alongside a quiet road, in center, in residential district and freestanding location",Back garden and front garden,Bath and 2 showers,Detached brick storage,Electricity and running water,Gable roof covered with asphalt roofing,Located at the southwest accessible via the rear,"March 7, 2022",Public parking and parking garage,"Remeha CW5 (gas-fired combination boiler from 2021, in ownership)","Single-family home, row house","Skylight, passive ventilation system, flue, sliding door and TV via cable",Patio/atrium,Front garden,169 m² (13 meter deep and 13 meter broad),195 m²,2021,3 months,430 m²,570 m³,7 rooms (5 bedrooms),Attached brick garage,Available immediately,"Back garden, surrounded by garden, front garden and side garden",Geothermal heating,Heat pump,Located at the northwest,Woningborg garantiecertificaat,180 m²,1952,400 m³,6 cars,6 rooms (4 bedrooms),963 m²,"Alongside a quiet road, alongside water and in residential district",Attached wooden garage,Electrical door and electricity,F What does this mean?,"Intergas (gas-fired combination boiler from 2017, in ownership)",Shower and toilet,"Single-family home, detached residential property",184 m²,26 m²,452 m²,685 m³,"Alongside park, alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",CH boiler and district heating,"Electrical door, loft and electricity",Gable roof,"March 8, 2022",Mechanical ventilation and TV via cable,Deposit,Rental agreement,Rental price,2018,27 m²,3 stories and a loft,4 weeks,479 m²,752 m³,Bath and toilet,Electricity and heating,Mechanical ventilation and solar panels,Sold under reservation,156 m²,2 m²,334 m²,"46 m² (8,7 meter deep and 5,3 meter broad)",5 m²,605 m³,CH boiler and heat recovery unit,Flat roof covered with asphalt roofing,"Gas-fired combination boiler from 2018, in ownership","March 12, 2022",Paid parking and parking on gated property,Triple glazed and completely insulated,182 m²,"182 m² (20 meter deep and 6,31 meter broad)",1955,30 m²,413 m²,730 m³,"Air conditioning, outdoor awning, mechanical ventilation, passive ventilation system, rolldown shutters, flue, TV via cable and solar panels",Attached brick garage and built-in,"Back garden, front garden and sun terrace","CH boiler, fireplace and partial floor heating","Desirable residence/villa, semi-detached residential property",Electrical boiler,"Electrical door, electricity and running water",Gable roof covered with asphalt roofing and roof tiles,"HR gaswand combi ketel (gas-fired combination boiler from 2006, in ownership)","On the edge of a forest, alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view","1,060 m³",2 separate toilets,242 m²,31 m²,600 m²,9 rooms (8 bedrooms),"Balanced ventilation system, TV via cable and solar panels",Combination roof covered with asphalt roofing and roof tiles,"Complete floor heating, heat recovery unit and heat pump",Not available,15 m²,1960,2 stories and a loft,221 m²,41 m²,670 m²,803 m³,CH boiler and partial floor heating,"Nefit (gas-fired combination boiler from 2008, in ownership)","On the edge of a forest, alongside park, alongside a quiet road and In wooded surroundings",Parking place and detached brick garage,"Roof insulation, double glazing and insulated walls",Surrounded by garden and sun terrace,"1,185 m²","1,535 m³",2 stories and a attic,2006,340 m²,6+ months,71 m²,"Air conditioning, alarm installation and mechanical ventilation",CH boiler and gas-fired boiler,Double glazing and completely insulated,"Electrical door, electricity, heating and running water","Excellent Ecoline (2006, in ownership)",Gable roof covered with slate,"Sheltered location, in residential district and unobstructed surrounding view",Side garden,Purchase combination,1 badkamer en 1 apart toilet,2 woonlagen,242 m³,3 kamers (2 slaapkamers),69 m²,"Aan rustige weg, aan water, in centrum en vrij uitzicht",Aangeboden sinds,Begane grond,Bijdrage VvE,Bouwjaar,Cv-ketel,Douche,E Wat betekent dit?,Gebruiksoppervlakten,Gedeeltelijk dubbel glas,"Intergas Kombi Kompakt HRE 28/24 (gas gestookt combiketel uit 2015, eigendom)",Ja,"Ja (€ 119,00 per maand)",Kadastrale kaart,Laatste vraagprijs,Looptijd,Nee,Parkeervergunningen,Soort appartement,Soort bouw,Soort dak,TV kabel,Verkoopdatum,Volle eigendom,Vraagprijs per m²,1969,200 m²,38 m²,5 weeks,575 m²,792 m³,"Alongside park, alongside water and outside the built-up area",Bath,D What does this mean?,"Loft, electricity, heating and running water",First rental price
487,Available in consultation,,"€ 1,075,000 kosten koper","€ 4,216",Balcony present,"Steam cabin, bath, shower and 2 toilets",,Resale property,"2x Remeha HR in cascade opstelling (gas-fired combination boiler from 2019, in ownership)",E What does this mean?,10 m²,Electricity,CH boiler,CH boiler,Double glazing,6 weeks,255 m²,,"Alongside water, outside the built-up area and unobstructed surrounding view",,3 bathrooms and 1 separate toilet,7 rooms (6 bedrooms),3 stories,,,,,Sold under reservation,,Parking on private property,"1,050 m³",1910,https://www.funda.nl/en/koop/den-haag/huis-42697564-westvlietweg-134/?navigateSource=resultlist,"144 m² (12,5 meter deep and 11,5 meter broad)",Back garden and front garden,Located at the southeast accessible via the rear,"Desirable residence/villa, double house",20 m²,"Attached brick garage, garage and parking place",17 m²,,Attached wooden storage,,Combination roof,,1 car,,437 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Available in consultation,Yes,"€ 1,225,000 vrij op naam","€ 7,656",,,Yes,New property,,Not available,21 m²,Elevator and solar panels,Complete floor heating,,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",6+ months,160 m²,1st floor,"Alongside park, alongside a quiet road, In wooded surroundings and in residential district",Yes,,3 rooms (2 bedrooms),1 story,Yes (€ 0.00 per month),Yes,Yes,,Available,Apartment with shared street entrance (apartment),,480 m³,2022,https://www.funda.nl/en/koop/den-haag/appartement-88839489-duinweg-35-8/?navigateSource=resultlist,,,,,,Underground parking,,,,€ 0.00 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Available in consultation,No,"€ 435,000 kosten koper","€ 3,175",Balcony present,Bath,No,Resale property,"Remeha Avanta (gas-fired combination boiler from 2011, in ownership)",C What does this mean?,5 m²,,CH boiler,CH boiler,Roof insulation and double glazing,4 weeks,137 m²,2nd floor,"Alongside park, in residential district and unobstructed surrounding view",No,1 bathroom and 2 separate toilets,6 rooms (4 bedrooms),3 stories,Yes (€ 100.00 per month),Yes,No,,Sold under reservation,Upstairs apartment (double upstairs apartment),Paid parking and resident's parking permits,488 m³,1929,https://www.funda.nl/en/koop/den-haag/appartement-42608844-vlielandsestraat-73/?navigateSource=resultlist,,,,,,,,,,€ 100.00 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Available in consultation,Yes,"€ 325,000 kosten koper","€ 3,571",Balcony present,Shower,Yes,Resale property,"Intergas (gas-fired combination boiler from 2012, to rent)",F What does this mean?,5 m²,TV via cable,CH boiler,CH boiler,Partly double glazed,2 weeks,91 m²,3rd floor,Alongside a quiet road and in residential district,Yes,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),1 story,Yes (€ 130.00 per month),Yes,Yes,,Available,Upstairs apartment (apartment with open entrance to street),"Paid parking, public parking and resident's parking permits",315 m³,1926,https://www.funda.nl/en/koop/den-haag/appartement-42613524-akeleistraat-7/?navigateSource=resultlist,,,,,1 m²,,,,,€ 130.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Available in consultation,Yes,"€ 237,500 kosten koper","€ 3,654",Balcony present,Shower,Yes,Resale property,,E What does this mean?,2 m²,Steam cabin and TV via cable,Electric heating,Gas water heater (rental),Double glazing,"March 7, 2022",65 m²,2nd floor,Alongside a quiet road and unobstructed surrounding view,Yes,1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),1 story,Yes (€ 35.00 per month),Yes,Yes,,Available,Apartment with shared street entrance (apartment),"Paid parking, public parking and resident's parking permits",219 m³,1930,https://www.funda.nl/en/koop/den-haag/appartement-88085738-rederijkerstraat-81/?navigateSource=resultlist,,,,,,,,,,€ 35.00 per month,Gable roof covered with roof tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Available in consultation,Yes,"€ 589,000 kosten koper","€ 4,712",Balcony present,Bath and 2 showers,Yes,Resale property,"Remeha (gas-fired combination boiler from 2017, in ownership)",F What does this mean?,6 m²,"Outdoor awning, optical fibre, passive ventilation system and TV via cable",CH boiler,CH boiler,Roof insulation and double glazing,6 weeks,125 m²,2nd floor,Alongside a quiet road and in residential district,No,2 bathrooms and 2 separate toilets,5 rooms (3 bedrooms),2 stories,Yes (€ 50.00 per month),Yes,No,Protected townscape or village view (permit needed for alterations),Sold under reservation,Upstairs apartment (double upstairs apartment),Public parking and resident's parking permits,469 m³,1930,https://www.funda.nl/en/koop/den-haag/appartement-42695477-johannes-bildersstraat-40/?navigateSource=resultlist,,,,,,,,,,€ 50.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Available in consultation,Yes,"€ 339,000 kosten koper","€ 4,403",Balcony present,Bath,Yes,Resale property,"Bosch (gas-fired combination boiler from 2004, in ownership)",D What does this mean?,8 m²,"Optical fibre, passive ventilation system, flue and TV via cable",CH boiler,CH boiler,Partly double glazed,"March 3, 2022",77 m²,2nd floor,Alongside a quiet road and in residential district,Yes,1 bathroom and 1 separate toilet,4 rooms (2 bedrooms),1 story,Yes (€ 100.00 per month),Yes,Yes,,Under offer,Residential property with shared street entrance (apartment with open entrance to street),"Paid parking, public parking and resident's parking permits",286 m³,1928,https://www.funda.nl/en/koop/den-haag/appartement-42628664-cornelis-houtmanstraat-27/?navigateSource=resultlist,,,,,,,,,,€ 100.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Available in consultation,Yes,"€ 590,000 kosten koper","€ 6,277",,Sauna and shower,Yes,Resale property,"Remeha avanta (gas-fired combination boiler from 2019, in ownership)",C What does this mean?,,Electricity,CH boiler and fireplace,CH boiler,Completely insulated,2 months,94 m²,Ground floor,"Alongside a quiet road, sheltered location and in residential district",Yes,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),1 story,Yes (€ 100.00 per month),Yes,Yes,Protected townscape or village view (permit needed for alterations),Sold under reservation,Ground-floor apartment (apartment),Public parking,302 m³,1954,https://www.funda.nl/en/koop/den-haag/appartement-88027262-bezuidenhoutseweg-466/?navigateSource=resultlist,,"Back garden, front garden and side garden",,,,,13 m²,,Detached brick storage,€ 100.00 per month,Gable roof covered with roof tiles,"Bouwkundige keuring, Energie Prestatie Advies and politiekeurmerk",,Disabled access friendly and accessible for seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Available in consultation,Yes,"€ 315,000 kosten koper","€ 5,081",Balcony present,,Yes,Resale property,,D What does this mean?,4 m²,"Elevator, mechanical ventilation and TV via cable",Communal central heating,Electrical boiler (rental),,4 months,62 m²,2nd floor,"Alongside busy road, in residential district, freestanding location and unobstructed surrounding view",Yes,1 bathroom and 1 separate toilet,2 rooms (1 bedroom),6 stories,Yes (€ 120.00 per month),Yes,Yes,,Sold under reservation,Apartment with shared street entrance,Paid parking and public parking,160 m³,,https://www.funda.nl/en/koop/den-haag/appartement-42510100-laan-van-meerdervoort-205-a/?navigateSource=resultlist,,,,,,,8 m²,,Built-in,€ 120.00 per month,Flat roof covered with asphalt roofing,,,,,1981-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 120 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Available in consultation,No,"€ 795,000 kosten koper","€ 4,162",Balcony present,Shower,No,Resale property,,G What does this mean?,13 m²,TV via cable,Gas heaters,Electrical boiler,,3 weeks,191 m²,1st floor,Sheltered location and in residential district,No,1 bathroom and 3 separate toilets,9 rooms (6 bedrooms),3 stories,No,No,No,Protected townscape or village view (permit needed for alterations) and renovation project,Available,Upstairs apartment (double upstairs apartment),Paid parking and resident's parking permits,612 m³,1908,https://www.funda.nl/en/koop/den-haag/appartement-42615535-frederik-hendriklaan-140/?navigateSource=resultlist,,,,,,,,,,,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Available in consultation,Yes,"€ 350,000 kosten koper","€ 4,545",,Bath,Yes,Resale property,"Remeha Avanta (gas-fired combination boiler from 2015, in ownership)",E What does this mean?,,Electricity,CH boiler and partial floor heating,CH boiler,Double glazing,6 weeks,77 m²,Ground floor,In wooded surroundings and in residential district,No,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),1 story,Yes (€ 100.00 per month),Yes,Yes,Partly furnished with carpets and curtains,Sold under reservation,Ground-floor apartment (apartment with open entrance to street),"Paid parking, public parking and resident's parking permits",288 m³,1925,https://www.funda.nl/en/koop/den-haag/appartement-42696277-pluvierstraat-329/?navigateSource=resultlist,"41 m² (7,5 meter deep and 5,5 meter broad)",Back garden,Located at the northwest,,,,7 m²,,Attached wooden storage,€ 100.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Available in consultation,,"€ 825,000 kosten koper","€ 4,583",Balcony present,Bath,,Resale property,"Gas-fired combination boiler, in ownership",E What does this mean?,5 m²,TV via cable,CH boiler,CH boiler,Double glazing,7 weeks,180 m²,,Alongside busy road and in residential district,,2 bathrooms and 2 separate toilets,7 rooms (5 bedrooms),3 stories and a basement,,,,,Sold under reservation,,Paid parking and resident's parking permits,675 m³,1925,https://www.funda.nl/en/koop/den-haag/huis-88041849-gevers-deynootweg-78/?navigateSource=resultlist,"58 m² (9,49 meter deep and 6,11 meter broad)",Back garden and front garden,Located at the northwest,"Desirable residence/villa, row house",9 m²,,3 m²,,Detached wooden storage,,Flat roof covered with asphalt roofing,,,,172 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Available in consultation,No,"€ 995,000 kosten koper","€ 9,299",Roof terrace present,Bath and toilet,No,Resale property,,A What does this mean?,59 m²,Elevator and mechanical ventilation,CH boiler and complete floor heating,CH boiler,Double glazing,4 months,107 m²,6th floor,"In center, in residential district and unobstructed surrounding view",No,2 bathrooms and 1 separate toilet,3 rooms (2 bedrooms),1 story,No,No,No,Protected townscape or village view (permit needed for alterations),Available,Apartment with shared street entrance (apartment),Parking garage,318 m³,2010,https://www.funda.nl/en/koop/den-haag/appartement-42510026-zeestraat-31/?navigateSource=resultlist,,,,,,Parking place,13 m²,,Storage box,,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Available in consultation,,"€ 335,000 kosten koper","€ 3,252",,Shower and toilet,,Resale property,,G What does this mean?,,TV via cable,No heating,Electrical boiler,No insulation,"March 10, 2022",103 m²,,"Alongside a quiet road, sheltered location and in residential district",,1 bathroom and 1 separate toilet,6 rooms (4 bedrooms),2 stories,,,,Renovation project,Available,,"Paid parking, public parking and resident's parking permits",391 m³,1926,https://www.funda.nl/en/koop/den-haag/huis-88090463-spakenburgsestraat-48/?navigateSource=resultlist,"77 m² (8,4 meter deep and 9,15 meter broad)",Back garden,Located at the southeast,"Single-family home, row house",9 m²,,,,Attached brick storage,,Flat roof covered with asphalt roofing,,,,158 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
